Site_A,Site_B,Fst,significant,Region_A,Spawn_A,Species_A,Author_A,Year_A,Lat_A,Lon_A,Taxon_A,Study_A,Region_B,Spawn_B,Species_B,Author_B,Year_B,Lat_B,Lon_B,Taxon_B,Study_B,study,same_region,region_pair,marker_category,marker_resolution
th15E1,th15W4,0.013,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E1,th15W5,0.01,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15E3,0.009,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15E4,0.008,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15E5,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15W1,0.007,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15W2,0.013,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15W3,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15W4,0.011,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E2,th15W5,0.011,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E3,th15E4,0.008,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E3,th15E5,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E3,th15W1,0.008,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E3,th15W2,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E3,th15W3,0.01,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E3,th15W4,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E3,th15W5,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E4,th15E5,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E4,th15W1,0.008,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E4,th15W2,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E4,th15W3,0.008,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E4,th15W4,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E4,th15W5,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E5,th15W1,0.009,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E5,th15W2,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E5,th15W3,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E5,th15W4,0.013,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15E5,th15W5,0.013,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W1,th15W2,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W1,th15W3,0.008,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W1,th15W4,0.012,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W1,th15W5,0.01,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W2,th15W3,0.016,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W2,th15W4,0.017,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W2,th15W5,0.014,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W3,th15W4,0.017,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W3,th15W5,0.015,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
th15W4,th15W5,0.013,n,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,Abrolhos,broadcast,Acropora spicifera,Thomas et al,2015,-28.7,113.8,Acropora,th15,th15,TRUE,Abrolhos <-> Abrolhos,Microsatellite,Medium
ro20Sp,ro20Wa,0.14,y,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-5.0474,119.3243,Acropora,ro20,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-5.2675,123.5178,Acropora,ro20,ro20,TRUE,Timor Sea <-> Timor Sea,Microsatellite,Medium
ro20Sp,ro20Al,0.14,y,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-5.0474,119.3243,Acropora,ro20,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-8.2679,124.4009,Acropora,ro20,ro20,TRUE,Timor Sea <-> Timor Sea,Microsatellite,Medium
ro20Sp,ro20Rot,0.12,y,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-5.0474,119.3243,Acropora,ro20,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-10.838,122.7308,Acropora,ro20,ro20,TRUE,Timor Sea <-> Timor Sea,Microsatellite,Medium
ro20Wa,ro20Al,0.05,y,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-5.2675,123.5178,Acropora,ro20,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-8.2679,124.4009,Acropora,ro20,ro20,TRUE,Timor Sea <-> Timor Sea,Microsatellite,Medium
ro20Wa,ro20Rot,0.01,y,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-5.2675,123.5178,Acropora,ro20,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-10.838,122.7308,Acropora,ro20,ro20,TRUE,Timor Sea <-> Timor Sea,Microsatellite,Medium
ro20Al,ro20Rot,0.02,y,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-8.2679,124.4009,Acropora,ro20,Timor Sea,broadcast,Acropora tenuis,Rosser et al,2020,-10.838,122.7308,Acropora,ro20,ro20,TRUE,Timor Sea <-> Timor Sea,Microsatellite,Medium
ev21PI,ev21O,0.007,y,Pilbara nearshore,broadcast,Turbinaria reniformis,Evans et al,2021,-21.103,115.779,Turbinaria,ev21,Pilbara nearshore,broadcast,Turbinaria reniformis,Evans et al,2021,-21.452,115.034,Turbinaria,ev21,ev21,TRUE,Pilbara nearshore <-> Pilbara nearshore,Mixed,High
du26NM,du26SM,0.005,y,Pilbara Offshore,broadcast,Acropora tenuis,Duffy et al,2026,-21.64,114.387,Acropora,du26,Pilbara Offshore,broadcast,Acropora tenuis,Duffy et al,2026,-21.675,114.35,Acropora,du26,du26,TRUE,Pilbara Offshore <-> Pilbara Offshore,SNP,High
du26NB,du26SB,0,n,Exmouth Gulf,broadcast,Acropora tenuis,Duffy et al,2026,-21.834,114.179,Acropora,du26,Exmouth Gulf,broadcast,Acropora tenuis,Duffy et al,2026,-21.85,114.17,Acropora,du26,du26,TRUE,Exmouth Gulf <-> Exmouth Gulf,SNP,High
du26ta,du26ma,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26la,0.002,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26pi,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26YC,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26SY,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26PC,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26NR,0.002,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26SCB,0.003,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ta,du26gn,0.006,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.916,113.957,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26la,0.001,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26pi,0.003,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26YC,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26SY,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26PC,0.002,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26NR,0.004,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26SCB,0.008,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26ma,du26gn,0.006,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-21.944,113.939,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26la,du26pi,0.001,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26la,du26YC,0.002,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26la,du26SY,0.002,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26la,du26PC,0.003,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26la,du26NR,0.005,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26la,du26SCB,0.004,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26la,du26gn,0.008,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.035,113.901,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26pi,du26YC,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26pi,du26SY,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26pi,du26PC,0.005,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26pi,du26NR,0.009,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26pi,du26SCB,0.007,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26pi,du26gn,0.011,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.174,113.855,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26YC,du26SY,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26YC,du26PC,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26YC,du26NR,0.001,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26YC,du26SCB,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26YC,du26gn,0.001,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.292,113.808,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26SY,du26PC,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26SY,du26NR,0.003,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26SY,du26SCB,0.003,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26SY,du26gn,0.006,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.362,113.763,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26PC,du26NR,0.001,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26PC,du26SCB,0,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26PC,du26gn,0.002,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-22.696,113.65,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26NR,du26SCB,0.002,n,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26NR,du26gn,0.002,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.023,113.781,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
du26SCB,du26gn,0.005,y,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.217,113.765,Acropora,du26,Ningaloo,broadcast,Acropora tenuis,Duffy et al,2026,-23.765,113.546,Acropora,du26,du26,TRUE,Ningaloo <-> Ningaloo,SNP,High
vo11sl63,vo11sl64,0.195,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl63,vo11sl65,0.145,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
vo11sl63,vo11ss11,0.071,y,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,Scott Reef,brooding,Seriatopora hystrix,van Oppen et al,2011,NA,NA,Seriatopora,vo11,vo11,TRUE,Scott Reef <-> Scott Reef,Mixed,High
